
"ID","Item Name","Name","Population","Type","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"1","GTY029 25C 8 (cropped)_05","ROIs 1","ROIs","Object","258.69","553","821","676.77","1.47e+08","30.39","388.46","1023.61","673.7","1.46e+08","73.06","188","342","254.8","55357586","14.05","159.34","370.59","252.89","54942528","22.93","1919","2257","2117.5","30669891","42.64","2560","2898","2716.52","39346119","39.69","N/A","N/A"
"2","GTY029 25C 8 (cropped)_05","Whole cells prelim 1","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","776.66","776.66","776.66","776.66","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"3","GTY029 25C 8 (cropped)_05","Whole cells prelim 2","Whole cells prelim","Object","0.00714","N/A","N/A","N/A","N/A","N/A","756.09","809.95","788.95","4733.71","17.04","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4","GTY029 25C 8 (cropped)_05","Whole cells prelim 3","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","750.05","750.05","750.05","750.05","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5","GTY029 25C 8 (cropped)_05","Whole cells prelim 4","Whole cells prelim","Object","0.00476","N/A","N/A","N/A","N/A","N/A","756.91","826.99","790.7","3162.79","25.2","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"6","GTY029 25C 8 (cropped)_05","Whole cells prelim 5","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","803.3","803.3","803.3","803.3","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"7","GTY029 25C 8 (cropped)_05","Whole cells prelim 6","Whole cells prelim","Object","0.0107","N/A","N/A","N/A","N/A","N/A","781.29","927.05","834.21","7507.85","52.15","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"8","GTY029 25C 8 (cropped)_05","Whole cells prelim 7","Whole cells prelim","Object","0.00238","N/A","N/A","N/A","N/A","N/A","756.12","762.74","759.43","1518.86","3.31","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"9","GTY029 25C 8 (cropped)_05","Whole cells prelim 8","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","788.86","788.86","788.86","788.86","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"10","GTY029 25C 8 (cropped)_05","Whole cells prelim 9","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","762.7","762.7","762.7","762.7","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
