
"ID","Item Name","Name","Population","Type","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"1","GTY029 25C 8 (cropped)_04","ROIs 1","ROIs","Object","272.19","516","828","672.34","1.54e+08","30.55","372.43","1014.3","668.95","1.53e+08","73.8","194","319","252.22","57658160","13.65","146.91","400.09","251.08","57396780","22.69","2062","2280","2170.46","33077750","29.31","2584","2875","2713.21","41349346","36.64","N/A","N/A"
"2","GTY029 25C 8 (cropped)_04","Whole cells prelim 1","Whole cells prelim","Object","0.0143","N/A","N/A","N/A","N/A","N/A","715.38","794.73","760.48","9125.73","28.09","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"3","GTY029 25C 8 (cropped)_04","Whole cells prelim 2","Whole cells prelim","Object","0.00476","N/A","N/A","N/A","N/A","N/A","723.17","870.88","786.61","3146.44","61.15","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4","GTY029 25C 8 (cropped)_04","Whole cells prelim 3","Whole cells prelim","Object","0.00238","N/A","N/A","N/A","N/A","N/A","744.56","777.09","760.83","1521.65","16.27","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5","GTY029 25C 8 (cropped)_04","Whole cells prelim 4","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","778.64","778.64","778.64","778.64","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"6","GTY029 25C 8 (cropped)_04","Whole cells prelim 5","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","757.47","757.47","757.47","757.47","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"7","GTY029 25C 8 (cropped)_04","Whole cells prelim 6","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","765.97","765.97","765.97","765.97","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"8","GTY029 25C 8 (cropped)_04","Whole cells prelim 7","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","792.91","792.91","792.91","792.91","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"9","GTY029 25C 8 (cropped)_04","Whole cells prelim 8","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","697.14","697.14","697.14","697.14","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"10","GTY029 25C 8 (cropped)_04","Whole cells prelim 9","Whole cells prelim","Object","0.00238","N/A","N/A","N/A","N/A","N/A","828.67","843.44","836.05","1672.1","7.38","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"11","GTY029 25C 8 (cropped)_04","Whole cells prelim 10","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","778.5","778.5","778.5","778.5","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"12","GTY029 25C 8 (cropped)_04","Whole cells prelim 11","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","848.74","848.74","848.74","848.74","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"13","GTY029 25C 8 (cropped)_04","Whole cells prelim 12","Whole cells prelim","Object","0.00476","N/A","N/A","N/A","N/A","N/A","631.29","683.05","657.51","2630.03","20.81","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"14","GTY029 25C 8 (cropped)_04","Whole cells prelim 13","Whole cells prelim","Object","0.00238","N/A","N/A","N/A","N/A","N/A","602.23","650.56","626.4","1252.79","24.17","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"15","GTY029 25C 8 (cropped)_04","Whole cells prelim 14","Whole cells prelim","Object","0.00595","N/A","N/A","N/A","N/A","N/A","592.07","663.18","623.16","3115.8","24.18","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"16","GTY029 25C 8 (cropped)_04","Whole cells prelim 15","Whole cells prelim","Object","0.00833","N/A","N/A","N/A","N/A","N/A","663.12","719.24","687.56","4812.89","21.15","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"17","GTY029 25C 8 (cropped)_04","Whole cells prelim 16","Whole cells prelim","Object","0.00714","N/A","N/A","N/A","N/A","N/A","594.27","659.49","616.13","3696.79","21.51","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"18","GTY029 25C 8 (cropped)_04","Whole cells prelim 17","Whole cells prelim","Object","0.00476","N/A","N/A","N/A","N/A","N/A","561.01","647.92","598.73","2394.94","32.04","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"19","GTY029 25C 8 (cropped)_04","Whole cells prelim 18","Whole cells prelim","Object","248.69","N/A","N/A","N/A","N/A","N/A","0","2824.9","906.72","1.89e+08","210.02","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
