
"ID","Item Name","Name","Population","Type","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"1","GTY029 25C 3 (cropped)_02","ROIs 1","ROIs","Object","177.82","554","821","688.22","1.03e+08","30.71","388.73","1049.31","685.03","1.02e+08","80.38","198","316","252.55","37715254","13.62","159.68","427.85","250.92","37472488","24.28","2026","2222","2128.23","21188690","26.25","2571","2842","2710.43","26985072","38.16","N/A","N/A"
"2","GTY029 25C 3 (cropped)_02","Whole cells prelim 1","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","745.48","745.48","745.48","745.48","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"3","GTY029 25C 3 (cropped)_02","Whole cells prelim 2","Whole cells prelim","Object","0.00953","N/A","N/A","N/A","N/A","N/A","743.2","809.09","773.94","6191.5","20.69","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4","GTY029 25C 3 (cropped)_02","Whole cells prelim 3","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","771.86","771.86","771.86","771.86","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5","GTY029 25C 3 (cropped)_02","Whole cells prelim 4","Whole cells prelim","Object","0.00476","N/A","N/A","N/A","N/A","N/A","765.22","809.53","783.11","3132.44","18.58","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"6","GTY029 25C 3 (cropped)_02","Whole cells prelim 5","Whole cells prelim","Object","0.00238","N/A","N/A","N/A","N/A","N/A","755.09","773.02","764.06","1528.11","8.96","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"7","GTY029 25C 3 (cropped)_02","Whole cells prelim 6","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","737.07","737.07","737.07","737.07","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"8","GTY029 25C 3 (cropped)_02","Whole cells prelim 7","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","835.23","835.23","835.23","835.23","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"9","GTY029 25C 3 (cropped)_02","Whole cells prelim 8","Whole cells prelim","Object","0.00238","N/A","N/A","N/A","N/A","N/A","828.25","861.16","844.71","1689.41","16.46","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"10","GTY029 25C 3 (cropped)_02","Whole cells prelim 9","Whole cells prelim","Object","0.00476","N/A","N/A","N/A","N/A","N/A","836.63","951.17","893.1","3572.39","42.08","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
