
"ID","Item Name","Name","Population","Type","Volume (µm³)","Min (roGFP 470)","Max (roGFP 470)","Mean (roGFP 470)","Sum (roGFP 470)","Standard Deviation (roGFP 470)","Min (roGFP 470 (DCI: 60 its, roGFP 470))","Max (roGFP 470 (DCI: 60 its, roGFP 470))","Mean (roGFP 470 (DCI: 60 its, roGFP 470))","Sum (roGFP 470 (DCI: 60 its, roGFP 470))","Standard Deviation (roGFP 470 (DCI: 60 its, roGFP 470))","Min (mCherry double)","Max (mCherry double)","Mean (mCherry double)","Sum (mCherry double)","Standard Deviation (mCherry double)","Min (mCherry double (DCI: 60 its, mCherry double))","Max (mCherry double (DCI: 60 its, mCherry double))","Mean (mCherry double (DCI: 60 its, mCherry double))","Sum (mCherry double (DCI: 60 its, mCherry double))","Standard Deviation (mCherry double (DCI: 60 its, mCherry double))","Min (Trans)","Max (Trans)","Mean (Trans)","Sum (Trans)","Standard Deviation (Trans)","Min (Trans (bg corrected))","Max (Trans (bg corrected))","Mean (Trans (bg corrected))","Sum (Trans (bg corrected))","Standard Deviation (Trans (bg corrected))","Number of contained Mito","Compartment Whole cells ID"
"1","GTY029 25C 8 (cropped)_03","ROIs 1","ROIs","Object","213.61","558","831","689.6","1.24e+08","30.93","382.52","1109.98","687.19","1.23e+08","76.16","187","316","251.37","45096418","13.54","160.06","375.75","250.64","44963944","21.91","2023","2424","2147","25678136","33.2","2558","2867","2708.23","32390438","38.54","N/A","N/A"
"2","GTY029 25C 8 (cropped)_03","Whole cells prelim 1","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","745.51","745.51","745.51","745.51","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"3","GTY029 25C 8 (cropped)_03","Whole cells prelim 2","Whole cells prelim","Object","62.81","N/A","N/A","N/A","N/A","N/A","0","2641.6","993.09","52386420","237.82","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"4","GTY029 25C 8 (cropped)_03","Whole cells prelim 3","Whole cells prelim","Object","0.00476","N/A","N/A","N/A","N/A","N/A","692.3","793.72","726.92","2907.7","40.42","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"5","GTY029 25C 8 (cropped)_03","Whole cells prelim 4","Whole cells prelim","Object","0.00238","N/A","N/A","N/A","N/A","N/A","765.62","780.48","773.05","1546.11","7.43","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"6","GTY029 25C 8 (cropped)_03","Whole cells prelim 5","Whole cells prelim","Object","0.00119","N/A","N/A","N/A","N/A","N/A","793.62","793.62","793.62","793.62","0","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"7","GTY029 25C 8 (cropped)_03","Whole cells prelim 6","Whole cells prelim","Object","0.00357","N/A","N/A","N/A","N/A","N/A","875.74","1009.11","963.23","2889.7","61.89","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"8","GTY029 25C 8 (cropped)_03","Whole cells 1","Whole cells","Object","62.81","N/A","N/A","N/A","N/A","N/A","0","2641.6","993.09","52386420","237.82","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","5","N/A"
"9","GTY029 25C 8 (cropped)_03","Mito 1","Mito","Object","0.0667","794","962","889.32","49802","41.59","755.07","1227.79","989.66","55420.78","96.63","344","481","407.13","22799","29.42","491.14","631.12","541.89","30345.72","33.67","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","8"
"10","GTY029 25C 8 (cropped)_03","Mito 2","Mito","Object","0.031","692","857","766.85","19938","45.29","702.1","903.46","801.96","20850.83","52.53","336","401","363.15","9442","17.26","489.85","571.59","526.69","13693.97","26.14","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"11","GTY029 25C 8 (cropped)_03","Mito 3","Mito","Object","3.26","823","1209","1004.3","2746774","55.26","651.32","2641.6","1314.84","3596083.5","279.03","344","1281","625.43","1710557","168.22","489.46","11102.51","1647.67","4506390","1697.27","1688","2186","1986.08","562061","105.38","2320","2806","2574.63","728619","93.64","N/A","8"
